priors,school,violations,age,timeserved,alcohol,drugs,release,married,degree,gender,type,property,person,recid
0,11,2,20.91666667,2.333333333,1,0,1,0,0,1,0,0,0,1
0,12,2,29.91666667,4.25,1,0,1,0,1,1,2,1,0,0
0,12,1,23.25,1.5,0,1,1,0,1,1,0,0,0,0
8,16,0,51.33333333,0.416666667,1,0,1,0,0,1,0,0,0,0
0,12,0,28.08333333,0.916666667,0,0,1,0,0,1,2,1,0,0
19,10,7,39.41666667,6.333333333,0,1,1,0,1,1,2,1,0,1
1,12,6,26.25,2.583333333,0,0,0,1,1,1,2,1,0,0
0,10,0,17.58333333,0.166666667,0,0,1,0,0,1,2,1,0,0
0,8,1,21.33333333,2.25,0,0,1,0,0,1,0,0,0,1
4,9,1,42.91666667,1.25,0,0,1,1,0,1,0,0,0,0
0,10,1,23.66666667,1.833333333,0,0,1,0,1,1,2,1,0,1
0,8,3,17.75,1.25,0,0,0,0,1,1,2,1,0,1
0,10,2,24.25,2.416666667,0,1,1,0,1,1,2,1,0,1
0,11,0,20.08333333,0.75,1,0,1,0,0,1,0,0,0,1
5,9,3,29.41666667,4.416666667,1,0,1,0,0,1,0,0,0,1
2,12,0,31.58333333,0.25,0,0,1,1,1,1,0,0,0,0
0,11,0,28,0.166666667,0,0,1,0,0,1,0,0,0,0
1,8,9,28,4,0,0,1,1,1,1,2,1,0,0
0,10,0,28.16666667,0.333333333,1,0,1,0,0,1,0,0,0,1
0,8,7,18.83333333,5.166666667,0,1,1,0,1,1,0,0,0,1
0,7,0,22.75,2.416666667,0,0,0,0,0,1,0,0,0,0
5,5,0,42.66666667,0.166666667,0,0,1,0,0,1,2,1,0,0
3,1,0,57.83333333,0.416666667,1,0,1,0,0,1,2,1,0,1
0,12,2,20.58333333,0.916666667,0,1,1,0,1,1,2,1,0,0
0,10,0,20.83333333,0.5,1,0,1,0,0,1,0,0,0,0
0,9,1,22.66666667,0.583333333,1,1,1,0,0,1,2,1,0,1
0,6,5,22.58333333,6.416666667,0,0,1,0,1,1,2,1,0,1
0,10,0,20,0.583333333,0,0,1,0,1,1,0,0,0,0
1,12,0,40.08333333,0.25,1,0,1,0,0,1,0,0,0,0
0,10,5,18.33333333,1.166666667,0,0,0,0,1,1,2,1,0,0
5,10,4,50.91666667,22.33333333,1,0,1,1,0,1,2,1,0,1
2,11,0,27.66666667,0.333333333,0,0,1,1,0,1,2,1,0,1
1,11,0,52.75,1.25,1,0,1,0,1,1,1,0,1,0
0,12,0,22.83333333,0.166666667,0,0,1,0,0,1,1,0,1,1
0,12,0,21.25,0.083333333,0,0,1,0,0,1,1,0,1,1
0,10,7,19.75,1.166666667,1,0,1,0,0,1,1,0,1,1
0,10,0,23.83333333,0.75,0,0,1,0,0,1,0,0,0,0
1,12,0,25.75,0.416666667,0,0,1,0,0,1,0,0,0,1
0,10,0,17.66666667,0.666666667,0,0,1,0,1,1,2,1,0,1
3,9,1,20.33333333,0.666666667,0,1,1,0,0,1,2,1,0,0
0,9,0,17.75,0.333333333,0,0,1,0,0,1,2,1,0,0
0,9,0,42.41666667,0.416666667,1,0,1,1,0,1,0,0,0,0
0,9,5,18.75,4.25,0,0,1,0,1,1,2,1,0,1
0,11,1,21.25,1.166666667,1,1,1,0,1,1,2,1,0,1
0,10,2,20.16666667,1.583333333,0,0,1,0,0,1,0,0,0,1
7,5,0,44.33333333,0.083333333,1,0,1,0,0,1,0,0,0,0
0,9,0,19.66666667,0.583333333,0,0,1,0,1,1,2,1,0,0
2,6,0,37.5,2.083333333,0,0,1,1,1,1,2,1,0,0
0,12,2,31.83333333,1.5,0,0,1,1,0,1,0,0,0,0
1,15,0,26.66666667,0.25,0,1,1,0,1,1,0,0,0,0
0,12,2,33.66666667,4,0,0,1,1,1,1,2,1,0,0
0,10,0,50.25,0.25,0,0,1,0,0,1,0,0,0,0
0,5,0,49.25,2.75,1,0,1,1,0,1,0,0,0,0
2,10,0,23.33333333,0.5,0,0,0,0,1,1,2,1,0,0
0,10,0,18.5,0.666666667,0,0,1,0,0,1,2,1,0,0
1,10,0,22.16666667,1.5,0,0,1,0,1,1,2,1,0,0
3,9,0,25.08333333,1.75,0,0,1,0,1,1,2,1,0,0
4,11,3,33.5,2.583333333,0,0,1,0,1,1,2,1,0,0
0,11,0,31.5,1.916666667,0,0,1,1,0,1,0,0,0,1
1,9,1,26.08333333,0.416666667,0,0,1,0,0,1,2,1,0,1
0,11,3,26.25,2.833333333,0,0,1,1,1,1,2,1,0,0
0,9,0,18.16666667,1.333333333,0,0,0,0,0,1,2,1,0,0
0,10,0,23.08333333,0.583333333,1,0,1,0,0,1,2,1,0,0
0,9,1,19.08333333,0.5,0,0,0,0,1,1,2,1,0,1
0,5,1,17.16666667,0.5,0,0,1,0,0,1,2,1,0,0
0,8,0,19.83333333,0.333333333,1,0,0,1,0,1,1,0,1,0
0,12,1,39,0.666666667,1,0,1,0,0,1,0,0,0,0
0,7,1,25.58333333,1.75,0,1,1,0,1,1,2,1,0,0
1,9,0,31.66666667,0.333333333,1,1,1,1,0,1,0,0,0,1
0,10,4,24.41666667,4.083333333,0,1,1,0,1,1,2,1,0,0
1,12,0,32.08333333,0.5,0,0,0,1,0,0,2,1,0,0
0,12,2,24.66666667,1.333333333,0,0,0,0,0,1,0,0,0,1
2,7,0,27.58333333,1.166666667,0,0,0,0,0,1,1,0,1,1
0,12,0,22.58333333,1.5,0,0,1,0,1,1,2,1,0,1
1,11,0,26.16666667,0.25,0,0,1,0,0,1,1,0,1,1
11,10,0,54.16666667,1.333333333,1,0,1,0,0,1,2,1,0,1
0,12,0,36.91666667,2,1,0,1,0,0,1,0,0,0,0
2,12,5,27.33333333,2.833333333,0,0,1,1,0,1,0,0,0,0
0,10,5,23.08333333,2.416666667,1,0,0,0,0,1,2,1,0,0
0,10,2,20.41666667,0.5,0,0,1,0,1,1,2,1,0,0
1,13,1,24.58333333,0.583333333,0,0,1,1,0,1,0,0,0,0
7,9,1,32.83333333,3.166666667,0,1,0,0,1,1,2,1,0,0
0,8,0,26.16666667,0.75,0,0,1,0,1,1,2,1,0,0
0,12,4,21.33333333,1.416666667,0,0,1,0,1,1,2,1,0,1
4,7,0,25.08333333,0.75,0,1,1,0,0,1,0,0,0,0
0,10,1,18.5,0.75,0,0,1,0,1,1,2,1,0,1
0,6,0,50.75,2.583333333,0,0,1,0,1,1,0,0,0,0
0,12,0,30.58333333,2.666666667,0,0,1,0,0,0,0,0,0,0
1,12,0,21.08333333,0.25,0,1,1,0,0,1,2,1,0,0
2,3,0,50.16666667,0.166666667,1,0,1,1,0,1,0,0,0,0
1,3,5,24.16666667,2.166666667,1,1,0,0,0,1,1,0,1,0
0,9,3,17.08333333,1.916666667,0,0,1,0,0,1,0,0,0,1
3,12,0,40,2.583333333,0,1,1,1,1,1,2,1,0,0
2,9,3,27.83333333,1.666666667,1,0,1,0,0,1,2,1,0,1
0,7,0,18.5,0.666666667,1,1,1,0,0,1,2,1,0,0
0,12,1,23.5,1,0,0,1,0,1,1,2,1,0,0
3,12,0,38.66666667,0.416666667,1,0,1,0,0,1,0,0,0,0
1,11,4,20.83333333,1.583333333,0,1,1,0,0,1,0,0,0,1
0,9,0,17.08333333,0.583333333,0,0,1,0,1,1,2,1,0,1
2,8,5,20.41666667,1.416666667,1,1,0,0,0,1,2,1,0,1
1,9,26,25.08333333,6.833333333,0,1,1,0,0,1,0,0,0,1
2,7,0,28.83333333,0.5,1,0,1,1,0,1,2,1,0,0
0,10,2,22,2.5,0,0,1,0,0,1,0,0,0,0
0,8,2,19.08333333,2.083333333,0,0,1,0,0,1,0,0,0,0
2,9,1,30.66666667,0.666666667,1,0,1,0,0,1,0,0,0,1
1,9,0,27.91666667,0.416666667,1,0,1,0,0,1,0,0,0,1
0,9,2,19.08333333,0.833333333,0,0,1,0,1,1,2,1,0,0
3,12,1,28.83333333,0.833333333,1,0,1,0,0,1,2,1,0,0
0,9,0,17.91666667,1,1,1,1,0,1,1,2,1,0,1
0,10,3,19.25,1,0,0,1,0,0,1,2,1,0,1
0,9,1,20.25,0.833333333,1,1,1,0,0,1,2,1,0,0
2,9,0,24.58333333,1.333333333,1,0,1,0,0,1,0,0,0,0
0,12,1,21.91666667,0.833333333,0,0,1,0,1,1,0,0,0,1
0,11,0,27.83333333,2,0,0,1,0,1,1,2,1,0,0
6,8,0,49.41666667,0.833333333,0,0,1,1,1,1,1,0,1,0
0,9,0,21.91666667,0.333333333,1,1,1,0,0,1,2,1,0,1
0,8,0,22.41666667,0.416666667,1,0,0,0,0,1,2,1,0,1
0,9,1,21.25,0.833333333,0,0,1,1,1,1,1,0,1,1
0,8,1,19.75,0.583333333,1,0,1,0,1,1,0,0,0,0
1,9,1,45.75,5.916666667,1,1,1,1,0,1,0,0,0,1
0,10,7,20.08333333,1.333333333,0,0,1,0,0,1,2,1,0,0
0,11,0,23.66666667,0.333333333,0,0,1,0,0,1,2,1,0,0
0,9,0,19.08333333,0.25,1,0,1,0,0,1,0,0,0,0
0,8,0,19.16666667,2,1,1,1,0,1,1,2,1,0,1
9,5,5,33.25,3.75,0,1,1,0,1,1,2,1,0,1
0,17,0,55,0.75,0,0,1,1,1,1,2,1,0,0
3,11,22,30.91666667,7.333333333,0,0,1,0,1,1,2,1,0,0
0,12,3,29.58333333,2.166666667,1,0,1,0,0,1,0,0,0,0
0,11,0,23.58333333,0.416666667,1,0,1,1,0,1,0,0,0,0
0,12,1,22.25,2.5,0,0,1,0,0,1,0,0,0,0
0,10,0,32,1.833333333,1,0,1,0,1,1,1,0,1,1
1,10,11,26.33333333,6,0,1,1,1,1,0,1,0,1,1
0,10,0,17.83333333,0.5,0,0,1,0,1,1,2,1,0,1
0,10,1,19.91666667,0.333333333,1,1,0,0,0,0,2,1,0,0
1,12,0,21.91666667,1.583333333,0,1,1,0,0,1,0,0,0,1
0,12,0,23.66666667,4,0,0,1,0,1,1,1,0,1,0
0,10,0,18.16666667,0.75,0,0,1,0,1,1,2,1,0,1
2,4,0,64.16666667,1.75,1,0,1,1,1,1,1,0,1,0
0,11,0,27.41666667,0.333333333,1,1,1,0,0,1,1,0,1,1
0,12,0,30.16666667,0.166666667,0,1,1,1,0,1,1,0,1,0
8,4,1,40.83333333,4.25,1,0,1,0,1,1,2,1,0,1
27,4,0,68.33333333,2,0,0,1,0,0,1,0,0,0,0
0,10,0,33.33333333,3.166666667,0,0,1,1,0,1,0,0,0,1
0,13,0,26.66666667,0.333333333,0,0,1,0,0,1,0,0,0,0
0,10,1,18.83333333,1,0,0,1,0,0,1,2,1,0,0
0,11,0,20.16666667,0.333333333,1,0,1,0,0,1,0,0,0,0
0,12,3,23.5,5.416666667,1,1,1,0,1,1,2,1,0,1
0,12,3,21.75,0.5,0,0,0,1,0,1,1,0,1,0
1,11,1,20.25,1.583333333,1,1,1,0,0,1,2,1,0,1
0,12,1,23.16666667,0.5,0,1,0,0,1,1,0,0,0,0
0,8,0,25.5,0.5,0,0,1,1,0,1,0,0,0,1
0,12,3,22.25,1.083333333,0,1,1,0,0,1,2,1,0,1
0,11,0,33.25,1.75,0,0,1,1,1,1,0,0,0,0
0,8,0,20,0.75,0,1,1,0,1,1,2,1,0,0
0,10,1,20.75,0.666666667,0,0,1,0,1,1,0,0,0,0
0,8,1,26.83333333,0.5,1,0,0,1,1,1,2,1,0,0
6,10,0,37.16666667,0.5,1,0,1,1,0,1,0,0,0,0
0,12,0,23.75,0.583333333,1,1,1,0,0,1,0,0,0,1
0,7,0,37.83333333,0.583333333,1,0,1,0,0,1,0,0,0,1
0,12,0,26.33333333,0.75,1,0,1,0,0,1,1,0,1,1
3,11,1,40.25,3.916666667,0,0,1,1,0,1,0,0,0,0
0,9,5,20.25,1,0,0,0,0,0,1,2,1,0,0
0,9,0,22.66666667,1.083333333,1,0,1,0,1,1,1,0,1,0
0,14,0,37.08333333,2.666666667,0,0,1,0,1,1,0,0,0,0
0,11,1,32.08333333,1.166666667,0,0,1,1,0,1,0,0,0,1
0,12,1,21.91666667,1,0,0,1,0,1,1,2,1,0,0
0,15,0,29.16666667,1,0,1,1,0,1,1,0,0,0,0
8,6,0,45.33333333,0.333333333,1,0,1,1,0,1,0,0,0,0
0,10,0,24.41666667,2.25,0,0,1,0,0,1,0,0,0,0
0,12,0,20.08333333,0.416666667,0,0,0,0,0,1,2,1,0,0
19,6,0,57.41666667,0.916666667,1,0,0,1,0,1,0,0,0,0
2,7,1,36,2.25,0,0,1,1,0,1,0,0,0,0
1,11,5,30.5,4.583333333,0,0,1,0,1,1,2,1,0,0
1,9,2,25.83333333,0.916666667,1,0,1,0,0,1,0,0,0,1
1,8,0,17.5,0.5,0,1,1,0,0,1,0,0,0,0
0,9,0,19.5,0.5,0,0,0,0,1,1,2,1,0,1
1,11,0,42.41666667,1.5,0,0,1,0,0,1,0,0,0,0
2,10,2,25.5,1.666666667,0,0,1,0,1,1,0,0,0,0
0,10,4,17.33333333,0.75,0,0,0,0,0,1,2,1,0,0
0,10,1,19.91666667,0.333333333,0,1,1,0,1,1,2,1,0,1
0,12,0,20.5,0.333333333,0,1,1,0,0,0,2,1,0,0
0,9,1,19.66666667,1.25,1,1,0,0,1,1,2,1,0,0
3,8,5,21.83333333,3,0,1,1,0,1,1,2,1,0,1
2,11,0,27.91666667,0.666666667,0,0,1,0,0,1,2,1,0,1
0,6,1,19.83333333,1.666666667,1,1,0,0,0,1,2,1,0,0
0,8,5,19.16666667,1.333333333,1,1,1,0,0,1,2,1,0,0
0,8,1,29.41666667,3.166666667,1,0,1,0,1,0,1,0,1,1
0,8,0,23.91666667,0.416666667,0,0,1,0,0,0,1,0,1,0
5,12,0,32.08333333,0.583333333,0,0,1,0,1,1,0,0,0,1
10,10,1,44.41666667,0.5,1,0,0,1,0,1,0,0,0,0
0,8,0,21.58333333,0.416666667,0,0,1,0,0,0,2,1,0,0
0,12,0,26.83333333,0.083333333,0,1,1,0,0,1,0,0,0,0
4,6,2,40.91666667,4,0,0,1,0,1,1,2,1,0,0
0,9,0,24.25,0.083333333,1,1,1,0,0,1,2,1,0,0
1,11,0,37.41666667,0.416666667,1,0,1,0,0,1,0,0,0,0
1,7,0,19.5,1.333333333,0,0,1,0,1,1,2,1,0,0
2,12,3,20.83333333,0.583333333,0,0,0,0,1,1,2,1,0,1
0,4,0,43.41666667,0.333333333,1,0,1,0,1,1,0,0,0,0
0,12,1,26.25,1.75,0,0,0,0,1,1,0,0,0,0
1,10,0,23.25,0.5,0,0,1,0,1,1,2,1,0,1
0,8,0,17.08333333,0.166666667,1,1,1,0,0,1,2,1,0,0
0,12,0,30.66666667,0.333333333,0,0,1,0,1,0,0,0,0,1
1,12,6,26.41666667,4.666666667,0,0,1,1,1,1,2,1,0,0
0,10,0,16.91666667,0.5,0,1,0,0,1,1,0,0,0,0
27,5,0,53.41666667,0.583333333,1,0,0,0,0,1,2,1,0,1
0,10,0,23,0.25,1,0,1,0,0,1,0,0,0,0
0,9,4,29.5,3,1,0,1,0,0,1,0,0,0,0
0,14,8,24.5,3.416666667,0,0,0,0,0,1,0,0,0,0
5,11,0,38.33333333,0.583333333,1,0,1,0,0,1,1,0,1,0
0,10,2,20.66666667,0.583333333,0,0,1,0,0,0,2,1,0,0
1,9,3,26.33333333,6.416666667,1,1,1,1,1,1,2,1,0,1
3,7,0,32.58333333,1.666666667,0,0,1,0,1,1,0,0,0,1
0,9,3,18.41666667,1.75,0,0,1,0,0,1,0,0,0,1
1,11,0,17.75,1.083333333,1,0,1,0,0,1,0,0,0,1
0,11,0,28.58333333,0.583333333,0,0,1,1,0,1,0,0,0,1
0,11,2,33.33333333,3.583333333,0,1,1,1,0,1,0,0,0,0
0,12,0,24.75,0.25,1,0,1,0,0,1,0,0,0,0
1,9,0,17.41666667,0.666666667,0,0,0,0,0,1,2,1,0,1
0,7,0,37.08333333,0.416666667,1,0,1,0,0,1,2,1,0,1
2,12,0,24.75,1.75,0,1,1,0,1,1,2,1,0,1
4,12,0,43.66666667,2.333333333,0,0,1,0,0,0,0,0,0,0
0,12,0,34.33333333,0.416666667,1,0,1,1,0,1,2,1,0,0
3,10,1,21.83333333,0.5,0,0,1,0,0,1,2,1,0,1
2,11,2,24.5,3.083333333,1,1,1,0,1,1,2,1,0,1
0,9,1,32.25,0.666666667,0,0,0,0,0,1,1,0,1,0
1,12,0,22,0.333333333,0,0,1,0,0,0,2,1,0,0
3,8,0,32.16666667,0.166666667,1,0,1,0,0,1,1,0,1,0
0,8,0,41.41666667,0.166666667,0,0,1,0,0,1,2,1,0,0
0,8,0,24.5,1.166666667,0,0,1,1,1,1,2,1,0,0
0,8,0,31.41666667,0.5,1,0,0,0,1,1,1,0,1,0
4,12,0,35,1.75,0,0,1,1,1,1,1,0,1,0
1,8,0,17.91666667,0.666666667,1,1,1,0,0,1,2,1,0,1
0,12,1,32,3.75,0,0,1,1,0,1,0,0,0,0
1,10,0,31.08333333,0.416666667,1,0,1,1,0,1,0,0,0,0
0,11,0,25,0.333333333,1,0,1,0,0,1,0,0,0,0
0,11,4,24.83333333,2.833333333,0,0,1,0,0,1,0,0,0,1
0,12,2,27.16666667,3.166666667,0,0,1,1,0,1,0,0,0,0
2,8,2,29,2.75,0,1,1,0,1,1,2,1,0,1
2,10,13,21.08333333,2.083333333,0,0,0,0,1,1,0,0,0,1
3,12,0,37.66666667,0.75,0,0,1,0,0,1,1,0,1,0
4,8,8,22.75,2.25,0,0,0,0,1,1,2,1,0,0
2,10,0,25.83333333,0.416666667,0,0,1,0,1,1,2,1,0,0
0,11,0,18.33333333,0.25,0,0,1,0,0,1,2,1,0,0
0,10,4,30.83333333,1.666666667,0,1,1,0,1,1,0,0,0,0
0,12,0,34.16666667,0.25,0,1,1,0,0,1,2,1,0,0
20,5,4,45.91666667,7.25,1,0,1,0,1,1,2,1,0,1
6,9,4,26.41666667,1.833333333,1,0,0,0,1,1,1,0,1,1
0,14,0,26.41666667,2,0,0,1,1,1,0,2,1,0,0
0,6,0,53.25,0.166666667,1,0,1,1,0,1,0,0,0,0
1,6,1,36.16666667,2.25,0,0,1,0,1,1,2,1,0,0
0,10,1,19.66666667,1,0,1,1,0,1,1,2,1,0,0
10,11,2,33.33333333,5.916666667,0,0,1,1,1,1,2,1,0,0
3,8,0,31.5,1.416666667,1,0,1,1,1,1,2,1,0,0
3,9,3,20.91666667,1.916666667,0,1,0,0,0,1,2,1,0,1
0,12,0,20.41666667,0.333333333,0,0,0,0,1,1,2,1,0,0
8,12,1,37.75,0.666666667,1,0,1,1,0,1,0,0,0,0
0,8,0,22.16666667,0.916666667,0,0,1,0,1,0,2,1,0,0
0,10,0,23.91666667,0.416666667,0,0,1,0,0,0,2,1,0,0
2,10,0,19,0.833333333,0,0,1,0,1,1,2,1,0,1
1,10,0,20.91666667,0.166666667,0,0,1,1,1,1,0,0,0,0
1,11,1,22.75,0.5,1,0,1,0,0,1,0,0,0,0
0,10,0,18.91666667,0.166666667,0,0,1,0,0,1,0,0,0,0
3,10,11,31.66666667,6.583333333,0,0,1,1,0,1,0,0,0,0
0,10,9,24.58333333,3.833333333,0,0,1,1,1,1,2,1,0,0
0,9,1,22.16666667,1.083333333,0,0,1,0,0,1,2,1,0,0
0,9,2,20.25,1.583333333,0,0,1,0,1,1,2,1,0,0
0,10,1,24.91666667,1.666666667,0,0,0,0,0,0,0,0,0,0
2,14,0,29.08333333,0.833333333,1,0,1,0,1,1,1,0,1,1
1,11,1,22.58333333,2.416666667,1,0,1,0,0,1,2,1,0,0
0,9,9,21.25,2.75,1,1,1,1,1,0,2,1,0,0
2,13,1,38.75,0.666666667,0,0,1,0,0,1,0,0,0,0
0,14,0,33.33333333,0.25,0,0,1,1,1,1,0,0,0,0
0,10,3,19.08333333,1.25,0,0,1,0,0,1,0,0,0,0
6,9,0,40.33333333,1.333333333,1,1,1,0,0,1,0,0,0,0
0,8,0,24.16666667,2.416666667,0,0,1,1,0,1,0,0,0,0
0,12,0,49.08333333,0.833333333,1,0,0,0,0,1,0,0,0,0
0,9,1,17.91666667,0.5,0,0,1,0,0,1,2,1,0,0
2,9,2,20.75,1.25,1,1,1,0,1,1,2,1,0,0
2,11,0,29.83333333,4,1,1,1,0,1,1,1,0,1,1
1,6,0,56.91666667,3.583333333,0,0,1,0,0,1,0,0,0,0
1,9,2,25.83333333,3.5,0,0,1,0,1,1,2,1,0,0
0,4,0,64.91666667,0.916666667,1,0,1,1,1,1,1,0,1,0
0,11,1,25.66666667,0.5,0,1,0,1,1,1,0,0,0,1
9,7,0,63.58333333,3.666666667,0,0,1,0,0,1,0,0,0,0
0,10,0,26.58333333,0.25,0,0,1,0,0,1,2,1,0,0
1,12,0,27.58333333,0.333333333,1,0,1,0,0,1,1,0,1,0
0,10,0,32.75,0.333333333,0,1,1,1,1,1,0,0,0,0
1,7,0,25.25,1.416666667,0,0,1,0,0,1,0,0,0,0
0,8,1,34.83333333,3.75,0,0,1,0,1,1,1,0,1,0
0,12,0,36.25,0.5,0,0,0,0,0,0,1,0,1,0
0,9,5,22.66666667,2.916666667,0,0,1,1,0,1,0,0,0,0
0,10,1,20.58333333,0.333333333,1,1,0,0,1,1,0,0,0,1
2,9,0,25.91666667,1,1,0,1,0,1,1,2,1,0,1
1,6,22,17.5,3.75,0,1,1,0,1,1,2,1,0,1
0,12,0,33.25,0.416666667,1,0,1,0,0,1,2,1,0,0
0,8,2,20.58333333,0.666666667,0,0,1,0,0,1,0,0,0,1
1,10,1,51.41666667,0.916666667,0,0,0,1,0,1,0,0,0,0
0,7,0,16.66666667,1,0,0,1,0,1,1,2,1,0,0
2,12,0,21.58333333,0.583333333,1,0,0,0,1,1,2,1,0,1
4,6,5,40.58333333,15.25,0,0,1,0,1,1,0,0,0,1
3,12,0,36,0.583333333,1,0,0,0,0,1,0,0,0,0
0,9,0,21.91666667,1.25,0,0,0,0,0,1,0,0,0,0
2,5,1,39.75,0.75,0,0,1,0,0,1,0,0,0,0
0,12,0,21.08333333,1.083333333,0,0,1,0,1,1,2,1,0,0
1,10,1,20.75,0.833333333,0,0,0,0,1,1,2,1,0,1
1,8,1,22,1.5,1,0,1,0,1,1,2,1,0,0
2,14,0,32.25,0.416666667,1,1,1,1,0,1,1,0,1,0
0,7,13,20.66666667,2.25,0,1,0,0,0,1,0,0,0,0
0,8,4,17.41666667,0.75,1,1,1,0,0,1,0,0,0,0
2,11,2,31.33333333,10.33333333,0,0,1,0,1,1,2,1,0,1
5,7,2,41.58333333,0.833333333,1,0,0,0,0,1,2,1,0,1
0,12,0,28,0.333333333,1,0,1,0,0,1,2,1,0,1
0,10,0,24.66666667,0.5,0,0,1,0,0,1,2,1,0,1
0,10,1,19.91666667,0.5,0,0,0,0,1,1,1,0,1,0
1,11,0,23.16666667,0.5,1,1,0,0,1,1,2,1,0,0
1,7,2,32.5,1,1,0,0,0,0,1,0,0,0,0
0,8,2,18.5,3,1,1,1,0,0,1,0,0,0,1
2,10,0,34.75,0.333333333,1,0,0,0,0,1,0,0,0,0
1,11,1,29.83333333,2.583333333,0,0,1,1,0,1,0,0,0,0
0,10,0,33.25,4,0,0,1,1,1,1,1,0,1,0
1,10,0,42.75,0.666666667,0,0,1,1,1,1,1,0,1,0
0,13,1,29.25,0.5,0,0,1,1,0,1,2,1,0,0
0,9,6,20.75,2.083333333,0,0,0,0,0,1,0,0,0,1
0,10,1,21.41666667,1.583333333,0,0,0,0,0,1,0,0,0,0
4,8,0,23.41666667,0.416666667,0,0,0,0,0,1,0,0,0,1
2,10,2,21.08333333,2.166666667,0,1,1,0,0,1,0,0,0,0
2,10,1,27.41666667,1.166666667,0,0,0,0,0,1,0,0,0,1
0,4,0,33.66666667,0.416666667,1,0,1,0,0,1,0,0,0,0
0,11,2,21.25,0.666666667,0,0,0,0,0,1,1,0,1,0
1,12,8,31.25,2.666666667,0,1,0,1,0,1,0,0,0,0
0,11,0,43.25,0.166666667,0,0,1,1,0,1,0,0,0,0
1,10,8,23.5,2.166666667,0,1,0,0,1,1,0,0,0,0
0,10,0,18.16666667,0.416666667,0,0,1,0,1,1,2,1,0,1
6,12,0,31.33333333,0.333333333,1,1,1,1,0,1,0,0,0,1
0,10,1,24.16666667,1.25,0,0,1,0,1,1,2,1,0,0
0,9,0,18.08333333,1.5,0,0,1,1,0,1,2,1,0,1
0,12,0,20.33333333,0.416666667,0,0,1,0,0,0,0,0,0,0
0,12,2,26.16666667,2.333333333,0,0,1,0,1,1,1,0,1,1
3,11,0,25.5,1.833333333,0,0,1,0,0,1,0,0,0,1
5,12,0,32.75,0.333333333,1,1,1,1,1,1,0,0,0,1
1,10,0,47.91666667,0.25,1,0,1,0,0,1,0,0,0,0
0,7,16,21.16666667,1.416666667,0,0,0,0,0,1,0,0,0,1
0,8,1,29.58333333,4.5,0,0,0,1,0,1,0,0,0,0
2,9,0,32.58333333,2.833333333,1,0,0,1,1,1,1,0,1,0
1,10,0,22.91666667,4.166666667,0,0,1,0,1,1,2,1,0,1
2,11,1,29.08333333,0.25,1,0,1,0,0,1,0,0,0,1
0,10,0,23.75,1.083333333,1,0,0,0,1,1,2,1,0,1
0,9,8,23.66666667,3.166666667,0,1,0,0,0,1,0,0,0,0
0,13,0,24.16666667,0.416666667,0,0,1,0,0,0,2,1,0,0
1,11,2,25.66666667,1.166666667,1,0,1,0,1,1,2,1,0,0
1,9,0,19.66666667,0.583333333,0,1,1,0,1,1,2,1,0,0
1,5,0,49.25,0.666666667,1,0,1,0,0,1,0,0,0,0
23,1,0,43.16666667,0.25,1,0,0,0,0,1,2,1,0,1
0,8,0,17,0.916666667,0,0,1,0,1,1,2,1,0,0
0,8,3,17.83333333,0.5,0,0,0,0,1,1,2,1,0,1
0,12,0,21.16666667,0.5,0,0,1,0,0,1,2,1,0,0
1,10,5,25.41666667,2.583333333,0,0,0,0,1,1,2,1,0,1
0,14,1,25.75,0.583333333,1,1,1,0,0,1,0,0,0,0
0,12,0,26.33333333,0.416666667,1,1,0,0,0,0,0,0,0,0
0,13,0,27.33333333,1,1,1,0,0,0,1,0,0,0,0
0,10,1,29.33333333,1.666666667,0,0,1,0,1,1,2,1,0,1
0,9,0,17.25,0.666666667,0,0,1,0,1,1,2,1,0,0
6,14,0,41.66666667,0.583333333,0,0,1,0,0,0,0,0,0,0
0,9,0,17.41666667,0.166666667,0,0,1,0,0,1,2,1,0,1
0,11,3,19.66666667,1.5,0,0,1,0,1,1,2,1,0,0
1,12,1,29,5.083333333,0,0,1,0,1,1,2,1,0,1
0,12,3,24,1.5,1,0,1,1,0,1,0,0,0,1
1,8,0,31.08333333,0.416666667,1,0,1,0,0,1,0,0,0,1
0,12,0,25.66666667,0.333333333,0,0,1,0,0,1,2,1,0,1
0,10,1,28.75,0.416666667,0,0,1,0,0,1,0,0,0,1
25,9,0,60.58333333,2.5,0,0,0,0,0,1,0,0,0,0
0,8,1,23.91666667,2.583333333,0,0,1,0,1,1,2,1,0,1
0,9,0,20,2.166666667,1,0,1,0,0,1,0,0,0,0
0,12,3,26.58333333,7.416666667,0,0,1,1,1,1,2,1,0,1
1,1,0,56.58333333,1.166666667,1,0,0,0,0,1,0,0,0,1
0,8,0,26.5,0.333333333,0,0,1,0,0,1,2,1,0,0
1,9,2,21.33333333,1.416666667,1,1,1,1,1,1,2,1,0,1
0,10,0,53.91666667,4.833333333,1,0,1,0,1,1,1,0,1,0
6,3,0,38.58333333,0.583333333,1,0,0,0,0,0,1,0,1,0
0,11,2,23.33333333,1.75,1,1,0,0,0,1,0,0,0,1
1,9,23,21.33333333,3.25,0,0,1,0,0,1,0,0,0,1
4,1,0,54.75,4.666666667,0,0,1,0,1,1,1,0,1,0
3,9,5,24.08333333,2.416666667,1,1,1,1,0,1,0,0,0,0
